task,metric,family,contrast,block,difference
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6092,0.04557291713717859
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6093,-0.016601563969743438
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6094,0.07405599362391513
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6095,0.027832022722577676
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6096,0.03743489642511122
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6097,0.01513671972497832
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6098,0.141438819191535
single_shape,agreement,pooling,plain4_w16: GAP - GMP,6099,0.06608073515235446
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6000,0.04882813149015419
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6001,-0.10481772290950175
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6002,0.06331380034680478
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6003,-0.01855467795394361
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6004,0.02457680799125228
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6005,0.10107422425062396
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6006,0.05908201950660441
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6007,0.03271484708238859
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6008,0.0244140437716851
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6009,0.08854167684330605
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6010,0.014648446565843187
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6011,0.09244792767276522
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6012,-0.12451172624423634
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6013,0.03434243747324217
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6014,0.02848306235682685
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6015,0.023925766319734976
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6016,-0.05273438467702363
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6017,0.10058594426664058
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6018,0.005696615815395489
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6019,0.08837889728602022
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6020,-0.02864581650646869
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6021,0.01025391137227416
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6022,-0.023600270636961795
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6023,0.09407553652999923
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6024,-0.03759763938433025
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6025,-0.07340495577955153
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6026,0.0670572869858006
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6027,0.03401691492763348
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6028,0.03759765857830644
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6029,0.1223958341870457
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6030,0.04817709884082433
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6031,0.08317058109969366
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6032,0.12597656405705493
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6033,0.125162759271916
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6034,0.039062498646671884
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6035,-0.0029296815482666716
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6036,0.09456380817573518
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6037,0.0935872430272866
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6038,0.0042317683837609366
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6039,-0.011881508675287478
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6040,0.009765618509845808
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6041,0.07503254938637838
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6042,0.06461588878300972
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6043,0.10611977144435514
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6044,0.03287760396779049
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6045,0.01464842447603587
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6046,-0.0006510444509331137
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6047,0.09130859548167791
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6048,0.02734375253203325
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6049,0.08658854757959489
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6050,0.0603841133415699
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6051,0.010416664605145343
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6052,0.03548176850017626
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6053,-0.031412753407494165
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6054,0.02067057427484542
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6055,0.1201171873108251
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6056,0.052897145636961795
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6057,-0.06933593170833774
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6058,-0.009602868623915128
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6059,-0.011718760724761523
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6060,0.06835937895812094
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6061,0.06233724590856582
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6062,0.18994140117138159
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6063,0.11002605629619211
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6064,0.022949236765271053
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6065,0.06119790585944429
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6066,0.05908203491708264
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6067,0.058105463001993485
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6068,-0.027994781296001747
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6069,0.084635423932923
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6070,0.07910157572769094
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6071,0.08317059304681607
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6072,0.13655600558558945
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6073,-0.021321621083188802
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6074,-0.030761731366510503
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6075,0.07958985713776201
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6076,0.010416675388114527
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6077,0.058430988938198425
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6078,0.05061850322817918
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6079,0.008951823168899864
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6080,-0.06901041563833132
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6081,0.053873686818405986
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6082,0.09130860285949893
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6083,0.01676432107342407
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6084,-0.0297851542418357
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6085,0.06787110083678272
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6086,0.11897786399640609
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6087,0.053059892234159634
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6088,0.09195963348611258
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6089,0.0004882865468971431
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6090,-0.003906264260876924
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6091,-0.006673169613350183
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6092,0.02718098925834056
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6093,0.07438151410315186
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6094,0.12125651484529953
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6095,0.08837891716393642
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6096,0.03662108982098289
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6097,-0.03987630752089899
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6098,-0.06136067118495703
single_shape,agreement,pooling,plain2_w64: GAP - GMP,6099,0.09309895645128563
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6000,0.06087238679174334
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6001,-0.019531251135049388
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6002,0.05810547724831849
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6003,0.003743488807231188
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6004,0.033854175213491544
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6005,0.015299490769393742
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6006,-0.006510406892630272
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6007,0.0291341234697029
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6008,-0.017740881216013804
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6009,0.06282552034826949
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6010,0.08024088125966955
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6011,-0.06152344758447725
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6012,0.1010742305079475
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6013,0.05208334715280216
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6014,0.02685545667191036
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6015,-0.00032552695483900607
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6016,0.01448568087653257
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6017,0.10839844222937245
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6018,0.05013020233309362
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6019,0.11637370615790132
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6020,0.1606445487268502
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6021,0.05143228957604151
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6022,-0.03808592932182364
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6023,0.07389323487586807
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6024,-0.016438811624539085
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6025,-0.04280598583864048
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6026,0.009602861740859225
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6027,0.03515625637373887
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6028,0.12744141193979885
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6029,0.008463539823424071
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6030,0.04150390499853529
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6031,0.05745442752959207
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6032,0.03011067514307797
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6033,0.045410152364638634
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6034,-0.016764329076977447
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6035,0.12093099606863689
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6036,0.03417969009024091
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6037,0.045572905422886834
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6038,0.07552082705660723
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6039,0.08430989473708905
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6040,-0.06656901823589578
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6041,-0.020507818640908226
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6042,0.07324220534064807
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6043,0.0135091206029756
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6044,-0.027506516955327243
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6045,0.03694661060580984
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6046,0.12923177910852246
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6047,0.07014973247714806
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6048,0.07942709188500885
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6049,0.006835942389443517
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6050,0.02001953756553121
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6051,0.06835936541028786
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6052,0.027506505910423584
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6053,0.025716149160871282
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6054,0.02067057327076327
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6055,0.04964192447368987
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6056,0.022786458459449932
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6057,-0.04296875075669959
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6058,0.09619141060102265
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6059,0.07991537688940298
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6060,0.06005860610457603
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6061,0.12288412624911871
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6062,0.03873698340612464
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6063,0.09326172557484824
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6064,-0.0019531142752384767
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6065,-0.040690114008612
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6066,-0.03613282031437848
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6067,0.06998698218376376
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6068,0.056966146832564846
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6069,0.04736327286809683
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6070,0.0431315061141504
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6071,0.04231772164348513
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6072,0.01757812780851964
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6073,0.049967448590905406
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6074,0.0735677045158809
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6075,0.01269532174046617
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6076,0.07389323334791698
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6077,0.09391275784582831
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6078,-0.018554698704974726
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6079,0.06917317849001847
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6080,0.020345055076177232
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6081,0.04020182479871437
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6082,0.12809245800599456
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6083,0.08024088223464787
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6084,0.08577473163313698
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6085,-0.014973969431594014
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6086,-0.01708984686410986
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6087,-0.012207022824441083
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6088,-0.04671224413323216
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6089,0.04866536988993175
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6090,0.09651694708736613
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6091,0.1635742273501819
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6092,0.024576829426223412
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6093,-0.02669271020567976
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6094,0.07666015702125151
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6095,-0.06477865064516664
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6096,0.0222981809056364
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6097,0.04833984452125151
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6098,0.0216471366584301
single_shape,agreement,pooling,plain4_w64: GAP - GMP,6099,0.04378255316987634
single_shape,agreement,pooling,res4_w16: GAP - GMP,6000,0.05647787517227698
single_shape,agreement,pooling,res4_w16: GAP - GMP,6001,0.15543620835524052
single_shape,agreement,pooling,res4_w16: GAP - GMP,6002,0.006022134592058137
single_shape,agreement,pooling,res4_w16: GAP - GMP,6003,0.08707681715895887
single_shape,agreement,pooling,res4_w16: GAP - GMP,6004,0.11246745027892757
single_shape,agreement,pooling,res4_w16: GAP - GMP,6005,0.08984374946157914
single_shape,agreement,pooling,res4_w16: GAP - GMP,6006,0.11621095061127562
single_shape,agreement,pooling,res4_w16: GAP - GMP,6007,0.0935872343252413
single_shape,agreement,pooling,res4_w16: GAP - GMP,6008,0.08251952817954589
single_shape,agreement,pooling,res4_w16: GAP - GMP,6009,0.042643228167435154
single_shape,agreement,pooling,res4_w16: GAP - GMP,6010,-0.0374348972691223
single_shape,agreement,pooling,res4_w16: GAP - GMP,6011,4.0745362639427185e-09
single_shape,agreement,pooling,res4_w16: GAP - GMP,6012,-0.0035807313106488436
single_shape,agreement,pooling,res4_w16: GAP - GMP,6013,0.11865235333971214
single_shape,agreement,pooling,res4_w16: GAP - GMP,6014,0.08463541379023809
single_shape,agreement,pooling,res4_w16: GAP - GMP,6015,0.04947917001845781
single_shape,agreement,pooling,res4_w16: GAP - GMP,6016,0.006347655667923391
single_shape,agreement,pooling,res4_w16: GAP - GMP,6017,-0.020670587691711262
single_shape,agreement,pooling,res4_w16: GAP - GMP,6018,0.1114908815943636
single_shape,agreement,pooling,res4_w16: GAP - GMP,6019,0.026204429799690843
single_shape,agreement,pooling,res4_w16: GAP - GMP,6020,0.05891926657932345
single_shape,agreement,pooling,res4_w16: GAP - GMP,6021,0.018717447761446238
single_shape,agreement,pooling,res4_w16: GAP - GMP,6022,0.016927080854657106
single_shape,agreement,pooling,res4_w16: GAP - GMP,6023,0.03401692441548221
single_shape,agreement,pooling,res4_w16: GAP - GMP,6024,0.06070963043021038
single_shape,agreement,pooling,res4_w16: GAP - GMP,6025,0.028320312572759576
single_shape,agreement,pooling,res4_w16: GAP - GMP,6026,-0.011555990859051235
single_shape,agreement,pooling,res4_w16: GAP - GMP,6027,0.022135411665658467
single_shape,agreement,pooling,res4_w16: GAP - GMP,6028,0.035319011731189676
single_shape,agreement,pooling,res4_w16: GAP - GMP,6029,0.03206379720359109
single_shape,agreement,pooling,res4_w16: GAP - GMP,6030,0.10530597918841522
single_shape,agreement,pooling,res4_w16: GAP - GMP,6031,0.08593750717409421
single_shape,agreement,pooling,res4_w16: GAP - GMP,6032,0.04492187259893399
single_shape,agreement,pooling,res4_w16: GAP - GMP,6033,0.016113289617351256
single_shape,agreement,pooling,res4_w16: GAP - GMP,6034,-0.02571614163753111
single_shape,agreement,pooling,res4_w16: GAP - GMP,6035,0.09944661342888139
single_shape,agreement,pooling,res4_w16: GAP - GMP,6036,0.02067056500527542
single_shape,agreement,pooling,res4_w16: GAP - GMP,6037,-0.055175785353640094
single_shape,agreement,pooling,res4_w16: GAP - GMP,6038,0.11425782112928573
single_shape,agreement,pooling,res4_w16: GAP - GMP,6039,-0.001302076954743825
single_shape,agreement,pooling,res4_w16: GAP - GMP,6040,0.06119790939555969
single_shape,agreement,pooling,res4_w16: GAP - GMP,6041,0.008138027202221565
single_shape,agreement,pooling,res4_w16: GAP - GMP,6042,0.07942708111659158
single_shape,agreement,pooling,res4_w16: GAP - GMP,6043,-0.020182302017929032
single_shape,agreement,pooling,res4_w16: GAP - GMP,6044,0.09586588881211355
single_shape,agreement,pooling,res4_w16: GAP - GMP,6045,0.041015630326000974
single_shape,agreement,pooling,res4_w16: GAP - GMP,6046,0.06901042199751828
single_shape,agreement,pooling,res4_w16: GAP - GMP,6047,0.0611979137029266
single_shape,agreement,pooling,res4_w16: GAP - GMP,6048,0.07128906410071068
single_shape,agreement,pooling,res4_w16: GAP - GMP,6049,0.08186849163030274
single_shape,agreement,pooling,res4_w16: GAP - GMP,6050,0.10384114638145547
single_shape,agreement,pooling,res4_w16: GAP - GMP,6051,0.018391919758869335
single_shape,agreement,pooling,res4_w16: GAP - GMP,6052,0.04882814390293788
single_shape,agreement,pooling,res4_w16: GAP - GMP,6053,0.053222660440951586
single_shape,agreement,pooling,res4_w16: GAP - GMP,6054,0.07194010453531519
single_shape,agreement,pooling,res4_w16: GAP - GMP,6055,0.00927734280412551
single_shape,agreement,pooling,res4_w16: GAP - GMP,6056,0.008463547230348922
single_shape,agreement,pooling,res4_w16: GAP - GMP,6057,0.022298172814771533
single_shape,agreement,pooling,res4_w16: GAP - GMP,6058,0.1132812417781679
single_shape,agreement,pooling,res4_w16: GAP - GMP,6059,-0.05322266058647074
single_shape,agreement,pooling,res4_w16: GAP - GMP,6060,0.03727213871025015
single_shape,agreement,pooling,res4_w16: GAP - GMP,6061,0.11735026611131616
single_shape,agreement,pooling,res4_w16: GAP - GMP,6062,0.0672200545668602
single_shape,agreement,pooling,res4_w16: GAP - GMP,6063,0.08382161245390307
single_shape,agreement,pooling,res4_w16: GAP - GMP,6064,0.012207027655676939
single_shape,agreement,pooling,res4_w16: GAP - GMP,6065,-0.0045572846865979955
single_shape,agreement,pooling,res4_w16: GAP - GMP,6066,0.09407552171614952
single_shape,agreement,pooling,res4_w16: GAP - GMP,6067,-0.081380209478084
single_shape,agreement,pooling,res4_w16: GAP - GMP,6068,0.03955079066508915
single_shape,agreement,pooling,res4_w16: GAP - GMP,6069,0.07568359110155143
single_shape,agreement,pooling,res4_w16: GAP - GMP,6070,-0.060546873792191036
single_shape,agreement,pooling,res4_w16: GAP - GMP,6071,0.09521484856668394
single_shape,agreement,pooling,res4_w16: GAP - GMP,6072,0.10205079737352207
single_shape,agreement,pooling,res4_w16: GAP - GMP,6073,-0.009928377912729047
single_shape,agreement,pooling,res4_w16: GAP - GMP,6074,0.10107420582789928
single_shape,agreement,pooling,res4_w16: GAP - GMP,6075,0.09375000622821972
single_shape,agreement,pooling,res4_w16: GAP - GMP,6076,-0.02718098422337789
single_shape,agreement,pooling,res4_w16: GAP - GMP,6077,0.07063803779601585
single_shape,agreement,pooling,res4_w16: GAP - GMP,6078,0.07259115074703004
single_shape,agreement,pooling,res4_w16: GAP - GMP,6079,0.027180986551684327
single_shape,agreement,pooling,res4_w16: GAP - GMP,6080,-0.033854165638331324
single_shape,agreement,pooling,res4_w16: GAP - GMP,6081,0.12207031549769454
single_shape,agreement,pooling,res4_w16: GAP - GMP,6082,0.0631510366074508
single_shape,agreement,pooling,res4_w16: GAP - GMP,6083,0.022786474553868175
single_shape,agreement,pooling,res4_w16: GAP - GMP,6084,0.1051432513340842
single_shape,agreement,pooling,res4_w16: GAP - GMP,6085,0.013346359453862533
single_shape,agreement,pooling,res4_w16: GAP - GMP,6086,0.08317057823296636
single_shape,agreement,pooling,res4_w16: GAP - GMP,6087,0.07568359767901711
single_shape,agreement,pooling,res4_w16: GAP - GMP,6088,0.060058589035179466
single_shape,agreement,pooling,res4_w16: GAP - GMP,6089,-0.005696611333405599
single_shape,agreement,pooling,res4_w16: GAP - GMP,6090,0.00016275870439130813
single_shape,agreement,pooling,res4_w16: GAP - GMP,6091,-0.0398763074335875
single_shape,agreement,pooling,res4_w16: GAP - GMP,6092,0.06656901072710752
single_shape,agreement,pooling,res4_w16: GAP - GMP,6093,-0.07861329059232958
single_shape,agreement,pooling,res4_w16: GAP - GMP,6094,0.0909830840973882
single_shape,agreement,pooling,res4_w16: GAP - GMP,6095,0.0016276119858957827
single_shape,agreement,pooling,res4_w16: GAP - GMP,6096,0.09228515725408215
single_shape,agreement,pooling,res4_w16: GAP - GMP,6097,0.12939454551087692
single_shape,agreement,pooling,res4_w16: GAP - GMP,6098,0.0314127625169931
single_shape,agreement,pooling,res4_w16: GAP - GMP,6099,0.08463543192192446
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6000,-0.0856119813688565
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6001,-0.027832040897919796
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6002,-0.08300781587604433
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6003,-0.021647121116984636
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6004,-0.009928379513439722
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6005,0.12451172960572876
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6006,-0.03515625174622983
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6007,-0.10514323401730508
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6008,-0.10742187922005542
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6009,-0.10888671764405444
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6010,-0.03971354814711958
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6011,0.21565755431947764
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6012,-0.03352864322368987
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6013,-0.12532551362528466
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6014,-0.04101562553842086
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6015,-0.09733073697134387
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6016,-0.045247392961755395
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6017,0.11344401161477435
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6018,-0.16748047337750904
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6019,-0.014160151942633092
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6020,-0.07291667093522847
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6021,0.006184887679410167
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6022,0.016601563402218744
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6023,0.14388021985359956
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6024,-0.10823568179330323
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6025,-0.10465494979871437
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6026,-0.12255860376171768
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6027,-0.1533203144936124
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6028,0.09651693736668676
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6029,-0.06477865377382841
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6030,-0.05029297013243195
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6031,-0.09700521347986069
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6032,-0.03450521602644585
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6033,-0.16845703932631295
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6034,0.04231769854959566
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6035,-0.056152347853640094
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6036,-0.037597663802444004
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6037,-0.057617187121650204
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6038,-0.012695309051196091
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6039,-0.09326171365682967
single_shape,agreement,pooling,bn2_w16: GAP - GMP,6040,0.04215494771779049
