task,architecture,anchor_family,metric,value_kind,n,mean,sd,ci_low,ci_high
single_shape,tiny_gap,pixel_permuted_template,centered_logit_fidelity,selected,100,-0.03468445979800845,0.025203826768792244,-0.039685445829956964,-0.029683473766059943
single_shape,tiny_gap,pixel_permuted_template,prob_error_reduction,selected,100,0.17735494322841988,0.027001581903645475,0.17199724357513363,0.18271264288170613
single_shape,tiny_gap,random_fullrank,centered_logit_fidelity,selected,100,-0.0375916913318058,0.021349347741248543,-0.04182786510115566,-0.033355517562455944
single_shape,tiny_gap,random_fullrank,prob_error_reduction,selected,100,0.17819220757111906,0.028773886133855328,0.17248284430813776,0.18390157083410036
single_shape,tiny_gap,random_rank10,centered_logit_fidelity,selected,100,-0.03429244315725692,0.023179426876104362,-0.03889174433081933,-0.029693141983694514
single_shape,tiny_gap,random_rank10,prob_error_reduction,selected,100,0.18099442366044968,0.032076728845033715,0.17462970474787398,0.18735914257302538
single_shape,tiny_gap,structured_template,centered_logit_fidelity,selected,100,-0.01843117397156793,0.020941707963762102,-0.02258646316525483,-0.014275884777881026
single_shape,tiny_gap,structured_template,prob_error_reduction,selected,100,0.25799462670227513,0.04135193957597206,0.24978950475351303,0.26619974865103724
single_shape,tiny_gmp,pixel_permuted_template,centered_logit_fidelity,selected,100,0.014885528123127385,0.018886430560296402,0.011138050555857398,0.018633005690397372
single_shape,tiny_gmp,pixel_permuted_template,prob_error_reduction,selected,100,0.30488028056453914,0.03705835065307282,0.2975270998081731,0.3122334613209052
single_shape,tiny_gmp,random_fullrank,centered_logit_fidelity,selected,100,0.012729590568333645,0.019770299226845766,0.008806734281949325,0.016652446854717964
single_shape,tiny_gmp,random_fullrank,prob_error_reduction,selected,100,0.28624092009849844,0.0440597032343423,0.27749851909455353,0.29498332110244335
single_shape,tiny_gmp,random_rank10,centered_logit_fidelity,selected,100,0.012163933835599114,0.021031815232747497,0.007990765404854012,0.016337102266344217
single_shape,tiny_gmp,random_rank10,prob_error_reduction,selected,100,0.2900127906911075,0.04478875602619758,0.2811257297963426,0.29889985158587246
single_shape,tiny_gmp,structured_template,centered_logit_fidelity,selected,100,0.06123463469448516,0.02507794124385537,0.05625862708179056,0.06621064230717975
single_shape,tiny_gmp,structured_template,prob_error_reduction,selected,100,0.3524248025473207,0.0527897075372628,0.3419501792908481,0.36289942580379336
two_concepts,plain2_w16_gap,pixel_permuted_template,centered_logit_fidelity,selected,100,0.0035349258925488946,0.05667213931492156,-0.007710056058584546,0.014779907843682334
two_concepts,plain2_w16_gap,pixel_permuted_template,prob_error_reduction,selected,100,0.3155357577663381,0.07799057214986185,0.3000607362339701,0.33101077929870604
two_concepts,plain2_w16_gap,random_fullrank,centered_logit_fidelity,selected,100,0.011812102485762126,0.07116591789622409,-0.0023087595807273747,0.02593296455225163
two_concepts,plain2_w16_gap,random_fullrank,prob_error_reduction,selected,100,0.3136155689554289,0.08111607130293395,0.2975203805828915,0.32971075732796634
two_concepts,plain2_w16_gap,random_rank10,centered_logit_fidelity,selected,100,0.008177951725606451,0.0702172338585335,-0.005754670845954539,0.02211057429716744
two_concepts,plain2_w16_gap,random_rank10,prob_error_reduction,selected,100,0.31833501313929446,0.08057070525742258,0.3023480372219894,0.33432198905659954
two_concepts,plain2_w16_gap,structured_template,centered_logit_fidelity,selected,100,0.0946282608347915,0.10060144278732942,0.0746667520215245,0.11458976964805852
two_concepts,plain2_w16_gap,structured_template,prob_error_reduction,selected,100,0.3361036660242826,0.08011713223209227,0.3202066888355418,0.3520006432130234
two_concepts,plain2_w16_gmp,pixel_permuted_template,centered_logit_fidelity,selected,100,0.02041126256771556,0.023706912173344457,0.015707296867303516,0.025115228268127607
two_concepts,plain2_w16_gmp,pixel_permuted_template,prob_error_reduction,selected,100,0.014230673220008611,0.06209411177964821,0.0019098543013206307,0.026551492138696592
two_concepts,plain2_w16_gmp,random_fullrank,centered_logit_fidelity,selected,100,0.01569547777638467,0.025974494547698707,0.010541574537341397,0.020849381015427944
two_concepts,plain2_w16_gmp,random_fullrank,prob_error_reduction,selected,100,0.017156223878264428,0.06567393844635946,0.0041250896839934905,0.030187358072535364
two_concepts,plain2_w16_gmp,random_rank10,centered_logit_fidelity,selected,100,0.016602468400972195,0.023979541574000826,0.011844407112731829,0.02136052968921256
two_concepts,plain2_w16_gmp,random_rank10,prob_error_reduction,selected,100,0.015374549310654401,0.06461294628039024,0.0025539389805051133,0.02819515964080369
two_concepts,plain2_w16_gmp,structured_template,centered_logit_fidelity,selected,100,-0.024119955456446313,0.027237146809353196,-0.029524396297642964,-0.018715514615249663
two_concepts,plain2_w16_gmp,structured_template,prob_error_reduction,selected,100,-0.06643682740628719,0.07991956643628359,-0.08229460325491827,-0.05057905155765611
two_concepts,tiny_gap,pixel_permuted_template,centered_logit_fidelity,selected,100,0.01440428583320539,0.05375444657005282,0.0037382374224608737,0.025070334243949905
two_concepts,tiny_gap,pixel_permuted_template,prob_error_reduction,selected,100,0.05102469479326828,0.015083904751112483,0.04803172084294105,0.05401766874359551
two_concepts,tiny_gap,random_fullrank,centered_logit_fidelity,selected,100,0.01341724511593241,0.05573872029123943,0.002357473749771303,0.02447701648209352
two_concepts,tiny_gap,random_fullrank,prob_error_reduction,selected,100,0.05753616840702307,0.015270751475537423,0.0545061200129006,0.06056621680114553
two_concepts,tiny_gap,random_rank10,centered_logit_fidelity,selected,100,0.015733677756491322,0.05017308579242928,0.005778249022217543,0.025689106490765102
two_concepts,tiny_gap,random_rank10,prob_error_reduction,selected,100,0.054562512209377016,0.015969596312462416,0.05139379783805903,0.057731226580695
two_concepts,tiny_gap,structured_template,centered_logit_fidelity,selected,100,0.09130786497812558,0.0442712804444794,0.08252348246548835,0.10009224749076281
two_concepts,tiny_gap,structured_template,prob_error_reduction,selected,100,0.09410535250426619,0.018190212704763852,0.09049601966409068,0.09771468534444169
two_concepts,tiny_gmp,pixel_permuted_template,centered_logit_fidelity,selected,100,0.04245354373666821,0.02456744033735707,0.037578830579221026,0.04732825689411539
two_concepts,tiny_gmp,pixel_permuted_template,prob_error_reduction,selected,100,0.6452875141580443,0.06659810046570819,0.632073006169293,0.6585020221467957
two_concepts,tiny_gmp,random_fullrank,centered_logit_fidelity,selected,100,0.04032933855529535,0.027371701056133256,0.03489819923236181,0.04576047787822889
two_concepts,tiny_gmp,random_fullrank,prob_error_reduction,selected,100,0.6474300327583478,0.06711319918504256,0.6341133180085321,0.6607467475081634
two_concepts,tiny_gmp,random_rank10,centered_logit_fidelity,selected,100,0.041233352830716684,0.02393956147601081,0.0364832244612921,0.045983481200141264
two_concepts,tiny_gmp,random_rank10,prob_error_reduction,selected,100,0.6412417981071848,0.06124990003814177,0.6290884891133194,0.6533951071010503
two_concepts,tiny_gmp,structured_template,centered_logit_fidelity,selected,100,0.14869003682205426,0.04502501786184517,0.13975609645335882,0.1576239771907497
two_concepts,tiny_gmp,structured_template,prob_error_reduction,selected,100,0.8448183421630893,0.08828192494808469,0.8273012929630223,0.8623353913631562
single_shape,plain2_w16_gap,pixel_permuted_template,centered_logit_fidelity,random,100,0.0019005253124318533,0.01056848337348768,-0.0001964910737914927,0.003997541698655199
single_shape,plain2_w16_gap,pixel_permuted_template,prob_error_reduction,random,100,0.09655867738649249,0.019470870836845903,0.09269523418883056,0.10042212058415441
single_shape,plain2_w16_gap,random_fullrank,centered_logit_fidelity,random,100,0.0024117848725947713,0.011177089093654733,0.0001940079076926328,0.004629561837496909
single_shape,plain2_w16_gap,random_fullrank,prob_error_reduction,random,100,0.09191508848452941,0.016940891034947055,0.08855364816787738,0.09527652880118144
single_shape,plain2_w16_gap,random_rank10,centered_logit_fidelity,random,100,0.0008382111751785295,0.009786676637298201,-0.001103677793163655,0.002780100143520714
single_shape,plain2_w16_gap,random_rank10,prob_error_reduction,random,100,0.09230165937682613,0.01872637494329144,0.08858594031640193,0.09601737843725033
single_shape,plain2_w16_gap,structured_template,centered_logit_fidelity,random,100,0.0023658331596736943,0.024792947376465643,-0.0025536254867436175,0.007285291806091006
single_shape,plain2_w16_gap,structured_template,prob_error_reduction,random,100,0.1394664746907074,0.021479731363638004,0.1352044299819821,0.14372851939943268
single_shape,plain2_w16_gmp,pixel_permuted_template,centered_logit_fidelity,random,100,0.0023216922157873136,0.004100288530024934,0.0015081060150202309,0.003135278416554396
single_shape,plain2_w16_gmp,pixel_permuted_template,prob_error_reduction,random,100,-0.06938708265777677,0.009295962696786156,-0.07123160333420457,-0.06754256198134896
single_shape,plain2_w16_gmp,random_fullrank,centered_logit_fidelity,random,100,0.00561639702943635,0.0036699067120443893,0.004888207918558425,0.006344586140314274
single_shape,plain2_w16_gmp,random_fullrank,prob_error_reduction,random,100,-0.07978061866015196,0.009578271589642352,-0.08168115554565865,-0.07788008177464527
single_shape,plain2_w16_gmp,random_rank10,centered_logit_fidelity,random,100,0.005572835296615678,0.0034896047155302885,0.0048804220135265685,0.006265248579704788
single_shape,plain2_w16_gmp,random_rank10,prob_error_reduction,random,100,-0.07843881751410663,0.009578948442847072,-0.08033948870197358,-0.07653814632623968
single_shape,plain2_w16_gmp,structured_template,centered_logit_fidelity,random,100,0.008929479781137806,0.0044605698808228055,0.008044405944011365,0.009814553618264247
single_shape,plain2_w16_gmp,structured_template,prob_error_reduction,random,100,-0.04106041277758777,0.011341700446751875,-0.0433108522062138,-0.03880997334896174
single_shape,tiny_gap,pixel_permuted_template,centered_logit_fidelity,random,100,-0.026480814366547933,0.008062593956678507,-0.028080607926807902,-0.024881020806287964
single_shape,tiny_gap,pixel_permuted_template,prob_error_reduction,random,100,0.1765302710540709,0.017625176085051868,0.17303305373780536,0.18002748837033644
single_shape,tiny_gap,random_fullrank,centered_logit_fidelity,random,100,-0.02691560033956442,0.008812655130909805,-0.028664222309488046,-0.025166978369640793
single_shape,tiny_gap,random_fullrank,prob_error_reduction,random,100,0.17895993800077123,0.020123429636911463,0.1749670129798096,0.18295286302173286
single_shape,tiny_gap,random_rank10,centered_logit_fidelity,random,100,-0.025293523058300696,0.008381943248448273,-0.026956682446381334,-0.023630363670220058
single_shape,tiny_gap,random_rank10,prob_error_reduction,random,100,0.17862692717113532,0.01986279558305664,0.17468571760095564,0.182568136741315
single_shape,tiny_gap,structured_template,centered_logit_fidelity,random,100,-0.03527618225194189,0.011361650303584943,-0.037530580164978906,-0.03302178433890487
single_shape,tiny_gap,structured_template,prob_error_reduction,random,100,0.20653285153355683,0.020862054870970124,0.20239336724156634,0.2106723358255473
single_shape,tiny_gmp,pixel_permuted_template,centered_logit_fidelity,random,100,0.009684233515324644,0.00436829292773625,0.008817469427653712,0.010550997602995577
single_shape,tiny_gmp,pixel_permuted_template,prob_error_reduction,random,100,0.09868801040109247,0.018048786865921564,0.09510673951559928,0.10226928128658566
single_shape,tiny_gmp,random_fullrank,centered_logit_fidelity,random,100,0.009452735816261704,0.004142968970735257,0.008630680890098762,0.010274790742424647
single_shape,tiny_gmp,random_fullrank,prob_error_reduction,random,100,0.09536970710381866,0.0204859367902819,0.09130485279897814,0.09943456140865918
single_shape,tiny_gmp,random_rank10,centered_logit_fidelity,random,100,0.009115397676680334,0.0045562407429339015,0.00821134066491652,0.010019454688444148
single_shape,tiny_gmp,random_rank10,prob_error_reduction,random,100,0.09392806135816499,0.019909387484241984,0.08997760694397144,0.09787851577235854
single_shape,tiny_gmp,structured_template,centered_logit_fidelity,random,100,0.015914329474552888,0.006384086483488152,0.014647588212459798,0.01718107073664598
single_shape,tiny_gmp,structured_template,prob_error_reduction,random,100,0.10097347416332923,0.01878872829962207,0.09724538284424308,0.10470156548241538
two_concepts,plain2_w16_gap,pixel_permuted_template,centered_logit_fidelity,random,100,0.004550560975513755,0.012963857159609501,0.0019782504621095437,0.007122871488917966
two_concepts,plain2_w16_gap,pixel_permuted_template,prob_error_reduction,random,100,0.22939193689322565,0.034796557108797074,0.22248754504601365,0.23629632874043766
two_concepts,plain2_w16_gap,random_fullrank,centered_logit_fidelity,random,100,0.005732380017252008,0.011706441798374007,0.0034095679913426586,0.008055192043161356
two_concepts,plain2_w16_gap,random_fullrank,prob_error_reduction,random,100,0.22683599657437298,0.03529252193415182,0.21983319454577502,0.23383879860297094
two_concepts,plain2_w16_gap,random_rank10,centered_logit_fidelity,random,100,0.005320022791698505,0.010444462855392888,0.003247614766909981,0.007392430816487029
two_concepts,plain2_w16_gap,random_rank10,prob_error_reduction,random,100,0.22809343492932385,0.03687339019320161,0.22077695434094274,0.23540991551770496
two_concepts,plain2_w16_gap,structured_template,centered_logit_fidelity,random,100,0.01504922075607298,0.01891893965208133,0.011295292679702959,0.018803148832443002
two_concepts,plain2_w16_gap,structured_template,prob_error_reduction,random,100,0.23353074849444966,0.03712588286284236,0.22616416788254332,0.240897329106356
two_concepts,plain2_w16_gmp,pixel_permuted_template,centered_logit_fidelity,random,100,0.008264522615406292,0.004373003631061157,0.007396823821996241,0.009132221408816341
two_concepts,plain2_w16_gmp,pixel_permuted_template,prob_error_reduction,random,100,-0.03169399500824511,0.013216353377663683,-0.034316406249256776,-0.02907158376723344
two_concepts,plain2_w16_gmp,random_fullrank,centered_logit_fidelity,random,100,0.0036907577222642014,0.005258593685616871,0.002647338649013572,0.004734176795514831
two_concepts,plain2_w16_gmp,random_fullrank,prob_error_reduction,random,100,-0.039033816882874814,0.014164009236293695,-0.04184426360578287,-0.03622337015996676
two_concepts,plain2_w16_gmp,random_rank10,centered_logit_fidelity,random,100,0.005289264934946006,0.004734421321985573,0.004349853030642411,0.006228676839249601
two_concepts,plain2_w16_gmp,random_rank10,prob_error_reduction,random,100,-0.036878718151710926,0.01408115381455774,-0.03967272456138505,-0.034084711742036804
two_concepts,plain2_w16_gmp,structured_template,centered_logit_fidelity,random,100,0.007447125329047858,0.006294906038260323,0.006198079402071875,0.008696171256023842
two_concepts,plain2_w16_gmp,structured_template,prob_error_reduction,random,100,-0.02874432467506267,0.01782457122418104,-0.03228110631284062,-0.025207543037284723
two_concepts,tiny_gap,pixel_permuted_template,centered_logit_fidelity,random,100,-0.014892129987118741,0.016779592336552757,-0.018221565142608493,-0.01156269483162899
two_concepts,tiny_gap,pixel_permuted_template,prob_error_reduction,random,100,0.044964334811847945,0.012059049562642593,0.04257155775562632,0.04735711186806957
two_concepts,tiny_gap,random_fullrank,centered_logit_fidelity,random,100,-0.016920249594391697,0.018378927569089123,-0.020567027557848255,-0.01327347163093514
two_concepts,tiny_gap,random_fullrank,prob_error_reduction,random,100,0.05036011351250636,0.012457515529727998,0.04788827216363263,0.05283195486138009
two_concepts,tiny_gap,random_rank10,centered_logit_fidelity,random,100,-0.015791237504921497,0.019010596817451094,-0.019563352351417623,-0.012019122658425372
two_concepts,tiny_gap,random_rank10,prob_error_reduction,random,100,0.04771181552386224,0.012904546167683,0.04515127359801763,0.05027235744970686
two_concepts,tiny_gap,structured_template,centered_logit_fidelity,random,100,-0.007906028398934499,0.01329297780462753,-0.010543643588634893,-0.0052684132092341044
two_concepts,tiny_gap,structured_template,prob_error_reduction,random,100,0.07501807230414215,0.013329960045273741,0.07237311903556197,0.07766302557272232
two_concepts,tiny_gmp,pixel_permuted_template,centered_logit_fidelity,random,100,0.004684714989706321,0.00653366180336672,0.0033882947390890283,0.005981135240323614
two_concepts,tiny_gmp,pixel_permuted_template,prob_error_reduction,random,100,0.24865272959359572,0.03510040943983947,0.24168804685178039,0.2556174123354111
two_concepts,tiny_gmp,random_fullrank,centered_logit_fidelity,random,100,0.0037729595975054876,0.006247858668132234,0.002533248889463076,0.005012670305547899
two_concepts,tiny_gmp,random_fullrank,prob_error_reduction,random,100,0.23923546179838012,0.03176644003636998,0.23293231091720826,0.245538612679552
two_concepts,tiny_gmp,random_rank10,centered_logit_fidelity,random,100,0.0034547898629151592,0.005581562346461148,0.0023472868004966924,0.0045622929253336265
two_concepts,tiny_gmp,random_rank10,prob_error_reduction,random,100,0.24017089218032198,0.03181574354185576,0.23385795841401436,0.2464838259466296
two_concepts,tiny_gmp,structured_template,centered_logit_fidelity,random,100,0.010852804620003202,0.01268223046568306,0.008336374952609799,0.013369234287396605
two_concepts,tiny_gmp,structured_template,prob_error_reduction,random,100,0.29178208124110827,0.03363909462930162,0.2851073550611603,0.29845680742105624
