task,architecture,anchor_family,block,metric,value_kind,B,init_reps
single_shape,plain2_w16_gap,pixel_permuted_template,7061,prob_error_reduction,random,0.12157479580491781,4
single_shape,plain2_w16_gap,pixel_permuted_template,7062,centered_logit_fidelity,random,0.01061686320991765,4
single_shape,plain2_w16_gap,pixel_permuted_template,7062,prob_error_reduction,random,0.08224047813564539,4
single_shape,plain2_w16_gap,pixel_permuted_template,7063,centered_logit_fidelity,random,0.004608464351749341,4
single_shape,plain2_w16_gap,pixel_permuted_template,7063,prob_error_reduction,random,0.04898293549194932,4
single_shape,plain2_w16_gap,pixel_permuted_template,7064,centered_logit_fidelity,random,0.007764583566472206,4
single_shape,plain2_w16_gap,pixel_permuted_template,7064,prob_error_reduction,random,0.09357450064271688,4
single_shape,plain2_w16_gap,pixel_permuted_template,7065,centered_logit_fidelity,random,-0.01309005680581682,4
single_shape,plain2_w16_gap,pixel_permuted_template,7065,prob_error_reduction,random,0.07936377730220556,4
single_shape,plain2_w16_gap,pixel_permuted_template,7066,centered_logit_fidelity,random,0.014028206763797083,4
single_shape,plain2_w16_gap,pixel_permuted_template,7066,prob_error_reduction,random,0.10425450513139367,4
single_shape,plain2_w16_gap,pixel_permuted_template,7067,centered_logit_fidelity,random,0.016418839110359264,4
single_shape,plain2_w16_gap,pixel_permuted_template,7067,prob_error_reduction,random,0.09784480417147279,4
single_shape,plain2_w16_gap,pixel_permuted_template,7068,centered_logit_fidelity,random,0.008859685334701354,4
single_shape,plain2_w16_gap,pixel_permuted_template,7068,prob_error_reduction,random,0.11612847866490483,4
single_shape,plain2_w16_gap,pixel_permuted_template,7069,centered_logit_fidelity,random,0.00405698022949957,4
single_shape,plain2_w16_gap,pixel_permuted_template,7069,prob_error_reduction,random,0.06651151040568948,4
single_shape,plain2_w16_gap,pixel_permuted_template,7070,centered_logit_fidelity,random,0.007583792586773098,4
single_shape,plain2_w16_gap,pixel_permuted_template,7070,prob_error_reduction,random,0.0773839196190238,4
single_shape,plain2_w16_gap,pixel_permuted_template,7071,centered_logit_fidelity,random,0.001727204183877576,4
single_shape,plain2_w16_gap,pixel_permuted_template,7071,prob_error_reduction,random,0.09308936167508364,4
single_shape,plain2_w16_gap,pixel_permuted_template,7072,centered_logit_fidelity,random,0.007534245487551286,4
single_shape,plain2_w16_gap,pixel_permuted_template,7072,prob_error_reduction,random,0.10955500463023782,4
single_shape,plain2_w16_gap,pixel_permuted_template,7073,centered_logit_fidelity,random,-0.007759266047429844,4
single_shape,plain2_w16_gap,pixel_permuted_template,7073,prob_error_reduction,random,0.10346696339547634,4
single_shape,plain2_w16_gap,pixel_permuted_template,7074,centered_logit_fidelity,random,-0.004784013393534681,4
single_shape,plain2_w16_gap,pixel_permuted_template,7074,prob_error_reduction,random,0.09952834853902459,4
single_shape,plain2_w16_gap,pixel_permuted_template,7075,centered_logit_fidelity,random,-0.00061025290421814,4
single_shape,plain2_w16_gap,pixel_permuted_template,7075,prob_error_reduction,random,0.10378888808190823,4
single_shape,plain2_w16_gap,pixel_permuted_template,7076,centered_logit_fidelity,random,0.005999430025293004,4
single_shape,plain2_w16_gap,pixel_permuted_template,7076,prob_error_reduction,random,0.11210289318114519,4
single_shape,plain2_w16_gap,pixel_permuted_template,7077,centered_logit_fidelity,random,-0.0017437773289166077,4
single_shape,plain2_w16_gap,pixel_permuted_template,7077,prob_error_reduction,random,0.09657565271481872,4
single_shape,plain2_w16_gap,pixel_permuted_template,7078,centered_logit_fidelity,random,0.002697304836371912,4
single_shape,plain2_w16_gap,pixel_permuted_template,7078,prob_error_reduction,random,0.10803765757009387,4
single_shape,plain2_w16_gap,pixel_permuted_template,7079,centered_logit_fidelity,random,-0.0014610073148375383,4
single_shape,plain2_w16_gap,pixel_permuted_template,7079,prob_error_reduction,random,0.10408454947173595,4
single_shape,plain2_w16_gap,pixel_permuted_template,7080,centered_logit_fidelity,random,0.00022914237748033854,4
