task,architecture,profile,method,metric,t_stat,p_two_sided,n,mean,sd,ci_low,ci_high,p_holm_within_setting
two_concepts,TwoLayerCNN,retention_0p1,validation_patch,prob_error_reduction,8.684392724228877,1.750102923183347e-11,50,0.09345127721317112,0.07609056145470978,0.07182657891483801,0.11507597551150422,8.750514615916735e-11
two_concepts,TwoLayerCNN,release_early,validation_patch,prob_error_reduction,3.9811706136400407,0.0002266406135096097,50,0.05618078641593456,0.0997842566982542,0.027822414434311996,0.08453915839755713,0.0004532812270192194
two_concepts,TwoLayerCNN,release_default,validation_patch,prob_error_reduction,6.435455641034945,4.9716484421329284e-08,50,0.07655216401442885,0.08411300972063292,0.052647511145543224,0.10045681688331448,1.4914945326398786e-07
two_concepts,TwoLayerCNN,release_late,validation_patch,prob_error_reduction,7.363838455536249,1.8154441533704766e-09,50,0.07105027753859758,0.06822546876345076,0.051660813851302737,0.09043974122589242,7.2617766134819065e-09
single_shape,TinyCNN,template_init,contrast,prob_fidelity,9.359523339161859,1.7284777962788536e-12,50,0.06803565884694104,0.05140056174855869,0.05342778082728657,0.08264353686659552,6.913911185115414e-12
single_shape,TinyCNN,retention_0p1,contrast,prob_fidelity,5.778025691178668,5.134365146141353e-07,50,0.038713373200646675,0.04737688992033307,0.02524901006212068,0.05217773633917267,5.134365146141353e-07
single_shape,TinyCNN,release_early,contrast,prob_fidelity,8.468534414478388,3.7035385561455943e-11,50,0.06855164778789598,0.05723934348009461,0.05228440636021309,0.08481888921557887,1.1110615668436782e-10
single_shape,TinyCNN,release_default,contrast,prob_fidelity,8.279912326210919,7.154028129139696e-11,50,0.07188896911159681,0.06139337658250641,0.05444116453858331,0.08933677368461032,1.4308056258279391e-10
single_shape,TinyCNN,release_late,contrast,prob_fidelity,10.310451057761146,7.224894452959381e-14,50,0.07954582671136703,0.05455376604533481,0.06404181794583316,0.0950498354769009,3.6124472264796906e-13
single_shape,TinyCNN,template_init,auroc,prob_fidelity,10.649052159459668,2.3949619067891393e-14,50,0.08500349585626851,0.05644309694843288,0.06896254518908326,0.10104444652345376,7.184885720367418e-14
single_shape,TinyCNN,retention_0p1,auroc,prob_fidelity,8.430463375703965,4.228856402420446e-11,50,0.05130024574970972,0.043028182472979515,0.039071771593192466,0.06352871990622698,4.228856402420446e-11
single_shape,TinyCNN,release_early,auroc,prob_fidelity,11.670062911992526,9.36487189178703e-16,50,0.09117776580186542,0.05524598879898413,0.0754770295064418,0.10687850209728902,3.745948756714812e-15
single_shape,TinyCNN,release_default,auroc,prob_fidelity,10.316875549278368,7.074171634544152e-14,50,0.08777128244044724,0.06015742722749149,0.07067473078768095,0.10486783409321353,1.4148343269088305e-13
single_shape,TinyCNN,release_late,auroc,prob_fidelity,12.032300685454564,3.062176516103151e-16,50,0.08665522060328104,0.050925002387838335,0.07218249505854485,0.10112794614801723,1.5310882580515754e-15
single_shape,TinyCNN,template_init,validation_patch,prob_fidelity,11.018882815152182,7.28926190452588e-15,50,0.08143761072916993,0.052260367730783505,0.06658537855303075,0.0962898429053091,1.6595979747213077e-14
single_shape,TinyCNN,retention_0p1,validation_patch,prob_fidelity,8.886897916120613,8.697207482294424e-12,50,0.05416651052103333,0.043098848736809664,0.04191795323454591,0.06641506780752074,8.697207482294424e-12
single_shape,TinyCNN,release_early,validation_patch,prob_fidelity,11.183195148866792,4.3209666749129944e-15,50,0.0807224151620645,0.05104030323626743,0.06621692147876877,0.09522790884536024,1.6595979747213077e-14
single_shape,TinyCNN,release_default,validation_patch,prob_fidelity,11.196002138470453,4.148994936803269e-15,50,0.07446472339870086,0.047029743495203884,0.06109901818259316,0.08783042861480855,1.6595979747213077e-14
single_shape,TinyCNN,release_late,validation_patch,prob_fidelity,12.641905959946092,4.848682007670264e-17,50,0.07299528889817183,0.04082886230771211,0.061391854616851926,0.08459872317949174,2.424341003835132e-16
single_shape,TwoLayerCNN,template_init,contrast,prob_fidelity,0.9849087716888997,0.32950734254168546,50,0.007621872551820801,0.05472057840941295,-0.007929543763041886,0.02317328886668349,0.9885220276250564
