stage,task,architecture,block,profile,epoch,method,k,selection_valid,stored_prob_fidelity,legacy_prob_fidelity_abs_diff,prob_fidelity,centered_logit_fidelity,raw_logit_fidelity,prob_patch_error_mpp,prob_error_reduction,centered_logit_patch_error_mpp,centered_logit_error_reduction,raw_logit_patch_error_mpp,raw_logit_error_reduction,cf_accuracy,agreement
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,2,True,0.02017882804682314,0.0,0.02017882804682314,0.2990695022998274,0.29979499140181565,1.958512306213379,0.040334463119506836,250.20938110351562,106.75808715820312,258.31597900390625,110.5987548828125,0.0,0.0
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,3,True,0.0819524643485795,0.0,0.0819524643485795,0.40188521790910847,0.40398445962691676,1.835036277770996,0.16381049156188965,213.50750732421875,143.4599609375,219.87893676757812,149.03579711914062,0.0182291679084301,0.0182291679084301
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,4,True,0.17992993765096632,0.0,0.17992993765096632,0.46731226586807995,0.4689073417828744,1.639194369316101,0.35965240001678467,190.15219116210938,166.81527709960938,195.92794799804688,172.98678588867188,0.0885416716337204,0.0885416716337204
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,5,True,0.25926997366976323,0.0,0.25926997366976323,0.5289254940707858,0.5316655396175504,1.4806058406829834,0.5182409286499023,168.15826416015625,188.8092041015625,172.77549743652344,196.1392364501953,0.18359375,0.18359375
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,6,True,0.38315607551606057,0.0,0.38315607551606057,0.6034247549708007,0.6062703270045418,1.2329764366149902,0.7658703327178955,141.564453125,215.40301513671875,145.252685546875,223.66204833984375,0.27734375,0.27734375
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,7,True,0.4808786913382491,0.0,0.4808786913382491,0.6521129094914846,0.6527588971161697,1.0376439094543457,0.96120285987854,124.18437194824219,232.78309631347656,128.10235595703125,240.8123779296875,0.34765625,0.34765625
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,8,True,0.5778986400391359,0.0,0.5778986400391359,0.6759269412659447,0.6775547957088823,0.8437158465385437,1.155130922794342,115.68353271484375,241.283935546875,118.95480346679688,249.95993041992188,0.4544270932674408,0.4544270932674408
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,9,True,0.5959449351986091,0.0,0.5959449351986091,0.7166680611232497,0.7181189680766968,0.8076440691947937,1.191202700138092,101.1402816772461,255.82718658447266,103.99007415771484,264.9246597290039,0.4700520932674408,0.4700520932674408
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,10,True,0.7449447169992564,0.0,0.7449447169992564,0.7685777523153299,0.7686114762240431,0.5098164081573486,1.489030361175537,82.61021423339844,274.3572540283203,85.36265563964844,283.5520782470703,0.6653646230697632,0.6653646230697632
E,single_shape,TwoLayerCNN,5020,release_late,200,contrast,11,True,0.8093837212150206,0.0,0.8093837212150206,0.8087708307875952,0.8084893821164163,0.3810126781463623,1.6178340911865234,68.2625961303711,288.70487213134766,70.65109252929688,298.2636413574219,0.73046875,0.73046875
