architecture,method,k,metric,n,mean,sd,ci_low,ci_high
TinyCNN,validation_patch,2,prob_fidelity,20,-0.17333095270189408,0.07146164890047994,-0.20677603389384092,-0.13988587150994725
TinyCNN,validation_patch,4,prob_fidelity,20,-0.005192604103349807,0.032070306293131366,-0.0202019694668347,0.009816761260135084
TinyCNN,validation_patch,8,prob_fidelity,20,0.007261752847405151,0.005514301269894444,0.004680980411754894,0.009842525283055409
TwoLayerCNN,contrast,1,prob_fidelity,20,-0.01169598050675028,0.01813691161859717,-0.02018431643221858,-0.0032076445812819817
TwoLayerCNN,contrast,2,prob_fidelity,20,-0.037823932279713326,0.024585073421346155,-0.04933010082379479,-0.026317763735631862
TwoLayerCNN,contrast,4,prob_fidelity,20,-0.13127763414443788,0.07102109411762045,-0.16451652935118927,-0.0980387389376865
TwoLayerCNN,contrast,8,prob_fidelity,20,-0.002016022328155481,0.10100321723838314,-0.04928698309047956,0.0452549384341686
TwoLayerCNN,auroc,1,prob_fidelity,20,-0.014104562457007475,0.017804323965342372,-0.022437242569355136,-0.005771882344659814
TwoLayerCNN,auroc,2,prob_fidelity,20,-0.04379957113786201,0.02709801084497137,-0.05648183059863183,-0.03111731167709219
TwoLayerCNN,auroc,4,prob_fidelity,20,-0.13193450665044998,0.06297966755056683,-0.1614098983756524,-0.10245911492524756
TwoLayerCNN,auroc,8,prob_fidelity,20,0.010441378347974461,0.10822033256574035,-0.040207296360346804,0.06109005305629573
TwoLayerCNN,validation_patch,1,prob_fidelity,20,-0.02556598353868389,0.02656305940014064,-0.03799787801653778,-0.013134089060830002
TwoLayerCNN,validation_patch,2,prob_fidelity,20,-0.07602424400684235,0.0614326679419093,-0.10477561762846706,-0.047272870385217644
TwoLayerCNN,validation_patch,4,prob_fidelity,20,-0.08831549354756751,0.11061811328252838,-0.14008636417478146,-0.03654462292035357
TwoLayerCNN,validation_patch,8,prob_fidelity,20,0.009960346670625874,0.024448335913386632,-0.0014818267498325748,0.021402520091084322
TinyCNN,contrast,1,raw_logit_fidelity,20,-0.21202812997950712,0.14474840367527406,-0.2797724682058214,-0.14428379175319284
TinyCNN,contrast,2,raw_logit_fidelity,20,-0.17593490022957006,0.09802291738455436,-0.22181103772485108,-0.13005876273428904
TinyCNN,contrast,4,raw_logit_fidelity,20,-0.03476841202559901,0.03240149545647556,-0.04993277868877914,-0.019604045362418873
TinyCNN,contrast,8,raw_logit_fidelity,20,0.005931924240470987,0.007364301225669681,0.0024853251736417043,0.009378523307300268
TinyCNN,auroc,1,raw_logit_fidelity,20,-0.15594530500874043,0.13490305728255841,-0.21908187928706943,-0.09280873073041143
TinyCNN,auroc,2,raw_logit_fidelity,20,-0.17315609435658855,0.10519531520185596,-0.2223890173589415,-0.12392317135423558
TinyCNN,auroc,4,raw_logit_fidelity,20,-0.042675705259786575,0.05101540126615495,-0.0665516480016401,-0.018799762517933048
TinyCNN,auroc,8,raw_logit_fidelity,20,0.00447901483227795,0.008671318593193466,0.0004207128080064978,0.0085373168565494
TinyCNN,validation_patch,1,raw_logit_fidelity,20,-0.11691967518645892,0.044435593195170243,-0.13771617295961355,-0.0961231774133043
TinyCNN,validation_patch,2,raw_logit_fidelity,20,-0.09192708586598146,0.04216813771271627,-0.1116623818074318,-0.07219178992453112
TinyCNN,validation_patch,4,raw_logit_fidelity,20,-0.01852404908955523,0.023785953327305636,-0.029656217917166088,-0.007391880261944369
TinyCNN,validation_patch,8,raw_logit_fidelity,20,0.007871905490649794,0.007399107855538212,0.004409016419603113,0.011334794561696475
TwoLayerCNN,contrast,1,raw_logit_fidelity,20,-0.0040631717818628895,0.04849342116194451,-0.026758791502241516,0.01863244793851574
TwoLayerCNN,contrast,2,raw_logit_fidelity,20,-0.02555208416173637,0.059928405892755256,-0.05359944147332624,0.002495273149853497
TwoLayerCNN,contrast,4,raw_logit_fidelity,20,-0.05473389285234807,0.058928786118720614,-0.08231341370874751,-0.027154371995948643
TwoLayerCNN,contrast,8,raw_logit_fidelity,20,0.020170019648471683,0.042588108533571006,0.00023817131258533145,0.04010186798435804
TwoLayerCNN,auroc,1,raw_logit_fidelity,20,-0.016522126250194717,0.049620556019373985,-0.0397452613218284,0.00670100882143897
TwoLayerCNN,auroc,2,raw_logit_fidelity,20,-0.0344235083120447,0.05836352087954151,-0.061738476893059904,-0.007108539731029494
TwoLayerCNN,auroc,4,raw_logit_fidelity,20,-0.06266704318814809,0.04420838721727383,-0.08335720529042245,-0.04197688108587371
TwoLayerCNN,auroc,8,raw_logit_fidelity,20,0.023516390897606865,0.0472209654998065,0.001416298758639422,0.04561648303657431
TwoLayerCNN,validation_patch,1,raw_logit_fidelity,20,-0.007618735034858354,0.04139347978750304,-0.026991479907261532,0.011754009837544824
TwoLayerCNN,validation_patch,2,raw_logit_fidelity,20,-0.015207056567071008,0.04747699884363097,-0.03742697599947217,0.007012862865330153
TwoLayerCNN,validation_patch,4,raw_logit_fidelity,20,-0.012613947696501194,0.0451234400688689,-0.03373236771595769,0.0085044723229553
