architecture,method,metric,block,B
TwoLayerCNN,contrast,cf_accuracy,4018,-0.0107421875
TwoLayerCNN,contrast,cf_accuracy,4019,0.046875
TwoLayerCNN,auroc,cf_accuracy,4000,-0.04296875
TwoLayerCNN,auroc,cf_accuracy,4001,0.0693359375
TwoLayerCNN,auroc,cf_accuracy,4002,0.0517578125
TwoLayerCNN,auroc,cf_accuracy,4003,0.0263671875
TwoLayerCNN,auroc,cf_accuracy,4004,-0.0009765625
TwoLayerCNN,auroc,cf_accuracy,4005,0.01953125
TwoLayerCNN,auroc,cf_accuracy,4006,-0.0205078125
TwoLayerCNN,auroc,cf_accuracy,4007,0.0458984375
TwoLayerCNN,auroc,cf_accuracy,4008,-0.150390625
TwoLayerCNN,auroc,cf_accuracy,4009,0.009765625
TwoLayerCNN,auroc,cf_accuracy,4010,-0.091796875
TwoLayerCNN,auroc,cf_accuracy,4011,-0.0966796875
TwoLayerCNN,auroc,cf_accuracy,4012,0.0859375
TwoLayerCNN,auroc,cf_accuracy,4013,0.078125
TwoLayerCNN,auroc,cf_accuracy,4014,0.0439453125
TwoLayerCNN,auroc,cf_accuracy,4015,-0.0673828125
TwoLayerCNN,auroc,cf_accuracy,4016,-0.060546875
TwoLayerCNN,auroc,cf_accuracy,4017,0.0234375
TwoLayerCNN,auroc,cf_accuracy,4018,-0.0166015625
TwoLayerCNN,auroc,cf_accuracy,4019,-0.01953125
TwoLayerCNN,validation_patch,cf_accuracy,4000,0.0166015625
TwoLayerCNN,validation_patch,cf_accuracy,4001,0.0205078125
TwoLayerCNN,validation_patch,cf_accuracy,4002,0.0283203125
TwoLayerCNN,validation_patch,cf_accuracy,4003,0.08203125
TwoLayerCNN,validation_patch,cf_accuracy,4004,-0.107421875
TwoLayerCNN,validation_patch,cf_accuracy,4005,-0.0244140625
TwoLayerCNN,validation_patch,cf_accuracy,4006,0.0615234375
TwoLayerCNN,validation_patch,cf_accuracy,4007,0.0322265625
TwoLayerCNN,validation_patch,cf_accuracy,4008,-0.0380859375
TwoLayerCNN,validation_patch,cf_accuracy,4009,0.09765625
TwoLayerCNN,validation_patch,cf_accuracy,4010,0.029296875
TwoLayerCNN,validation_patch,cf_accuracy,4011,-0.0126953125
TwoLayerCNN,validation_patch,cf_accuracy,4012,0.001953125
TwoLayerCNN,validation_patch,cf_accuracy,4013,-0.02734375
TwoLayerCNN,validation_patch,cf_accuracy,4014,-0.03125
TwoLayerCNN,validation_patch,cf_accuracy,4015,-0.0712890625
TwoLayerCNN,validation_patch,cf_accuracy,4016,-0.1103515625
TwoLayerCNN,validation_patch,cf_accuracy,4017,0.041015625
TwoLayerCNN,validation_patch,cf_accuracy,4018,0.0048828125
TwoLayerCNN,validation_patch,cf_accuracy,4019,0.009765625
TinyCNN,contrast,agreement,4000,0.3232421875
TinyCNN,contrast,agreement,4001,0.353515625
TinyCNN,contrast,agreement,4002,0.185546875
TinyCNN,contrast,agreement,4003,0.3525390625
TinyCNN,contrast,agreement,4004,0.197265625
TinyCNN,contrast,agreement,4005,0.2177734375
TinyCNN,contrast,agreement,4006,0.310546875
TinyCNN,contrast,agreement,4007,0.2470703125
TinyCNN,contrast,agreement,4008,0.1826171875
TinyCNN,contrast,agreement,4009,0.43359375
TinyCNN,contrast,agreement,4010,0.0869140625
TinyCNN,contrast,agreement,4011,0.2861328125
TinyCNN,contrast,agreement,4012,0.4482421875
TinyCNN,contrast,agreement,4013,0.3291015625
TinyCNN,contrast,agreement,4014,0.2138671875
TinyCNN,contrast,agreement,4015,0.3203125
TinyCNN,contrast,agreement,4016,0.2353515625
TinyCNN,contrast,agreement,4017,0.2216796875
TinyCNN,contrast,agreement,4018,0.5185546875
TinyCNN,contrast,agreement,4019,0.1083984375
TinyCNN,auroc,agreement,4000,0.1298828125
TinyCNN,auroc,agreement,4001,0.34765625
TinyCNN,auroc,agreement,4002,0.2333984375
TinyCNN,auroc,agreement,4003,0.2724609375
TinyCNN,auroc,agreement,4004,0.4921875
TinyCNN,auroc,agreement,4005,0.099609375
TinyCNN,auroc,agreement,4006,0.34765625
TinyCNN,auroc,agreement,4007,0.291015625
TinyCNN,auroc,agreement,4008,0.24609375
TinyCNN,auroc,agreement,4009,0.1865234375
TinyCNN,auroc,agreement,4010,0.07421875
TinyCNN,auroc,agreement,4011,0.2861328125
TinyCNN,auroc,agreement,4012,0.44921875
TinyCNN,auroc,agreement,4013,0.2998046875
TinyCNN,auroc,agreement,4014,0.072265625
TinyCNN,auroc,agreement,4015,0.1259765625
TinyCNN,auroc,agreement,4016,0.1953125
TinyCNN,auroc,agreement,4017,0.2294921875
TinyCNN,auroc,agreement,4018,0.3623046875
TinyCNN,auroc,agreement,4019,0.224609375
TinyCNN,validation_patch,agreement,4000,0.1142578125
TinyCNN,validation_patch,agreement,4001,0.2177734375
TinyCNN,validation_patch,agreement,4002,0.1181640625
TinyCNN,validation_patch,agreement,4003,0.2724609375
TinyCNN,validation_patch,agreement,4004,0.1875
TinyCNN,validation_patch,agreement,4005,0.0810546875
TinyCNN,validation_patch,agreement,4006,0.2958984375
TinyCNN,validation_patch,agreement,4007,0.25390625
TinyCNN,validation_patch,agreement,4008,0.173828125
TinyCNN,validation_patch,agreement,4009,0.2236328125
TinyCNN,validation_patch,agreement,4010,0.1201171875
TinyCNN,validation_patch,agreement,4011,0.2099609375
TinyCNN,validation_patch,agreement,4012,0.2197265625
TinyCNN,validation_patch,agreement,4013,0.2841796875
TinyCNN,validation_patch,agreement,4014,0.1845703125
TinyCNN,validation_patch,agreement,4015,0.2392578125
TinyCNN,validation_patch,agreement,4016,0.12109375
TinyCNN,validation_patch,agreement,4017,0.1669921875
TinyCNN,validation_patch,agreement,4018,0.294921875
TinyCNN,validation_patch,agreement,4019,0.126953125
TwoLayerCNN,contrast,agreement,4000,-0.0517578125
TwoLayerCNN,contrast,agreement,4001,-0.0087890625
TwoLayerCNN,contrast,agreement,4002,-0.0068359375
TwoLayerCNN,contrast,agreement,4003,-0.0068359375
TwoLayerCNN,contrast,agreement,4004,-0.080078125
TwoLayerCNN,contrast,agreement,4005,0.0361328125
TwoLayerCNN,contrast,agreement,4006,-0.021484375
TwoLayerCNN,contrast,agreement,4007,0.0458984375
TwoLayerCNN,contrast,agreement,4008,-0.15234375
TwoLayerCNN,contrast,agreement,4009,0.015625
TwoLayerCNN,contrast,agreement,4010,-0.06640625
TwoLayerCNN,contrast,agreement,4011,-0.0751953125
TwoLayerCNN,contrast,agreement,4012,0.09765625
TwoLayerCNN,contrast,agreement,4013,0.091796875
TwoLayerCNN,contrast,agreement,4014,0.04296875
TwoLayerCNN,contrast,agreement,4015,-0.0703125
TwoLayerCNN,contrast,agreement,4016,-0.130859375
TwoLayerCNN,contrast,agreement,4017,-0.001953125
TwoLayerCNN,contrast,agreement,4018,-0.0205078125
TwoLayerCNN,contrast,agreement,4019,0.046875
TwoLayerCNN,auroc,agreement,4000,-0.0439453125
TwoLayerCNN,auroc,agreement,4001,0.0673828125
TwoLayerCNN,auroc,agreement,4002,0.0517578125
TwoLayerCNN,auroc,agreement,4003,0.02734375
TwoLayerCNN,auroc,agreement,4004,-0.0029296875
TwoLayerCNN,auroc,agreement,4005,0.01953125
TwoLayerCNN,auroc,agreement,4006,-0.025390625
TwoLayerCNN,auroc,agreement,4007,0.0458984375
TwoLayerCNN,auroc,agreement,4008,-0.15234375
TwoLayerCNN,auroc,agreement,4009,0.009765625
TwoLayerCNN,auroc,agreement,4010,-0.0927734375
TwoLayerCNN,auroc,agreement,4011,-0.0966796875
TwoLayerCNN,auroc,agreement,4012,0.0849609375
TwoLayerCNN,auroc,agreement,4013,0.0849609375
TwoLayerCNN,auroc,agreement,4014,0.0439453125
TwoLayerCNN,auroc,agreement,4015,-0.0673828125
TwoLayerCNN,auroc,agreement,4016,-0.0595703125
TwoLayerCNN,auroc,agreement,4017,0.0302734375
TwoLayerCNN,auroc,agreement,4018,-0.0185546875
TwoLayerCNN,auroc,agreement,4019,-0.01953125
TwoLayerCNN,validation_patch,agreement,4000,0.0185546875
TwoLayerCNN,validation_patch,agreement,4001,0.025390625
TwoLayerCNN,validation_patch,agreement,4002,0.0283203125
TwoLayerCNN,validation_patch,agreement,4003,0.0810546875
TwoLayerCNN,validation_patch,agreement,4004,-0.109375
TwoLayerCNN,validation_patch,agreement,4005,-0.0263671875
TwoLayerCNN,validation_patch,agreement,4006,0.060546875
TwoLayerCNN,validation_patch,agreement,4007,0.0322265625
TwoLayerCNN,validation_patch,agreement,4008,-0.0380859375
TwoLayerCNN,validation_patch,agreement,4009,0.0966796875
TwoLayerCNN,validation_patch,agreement,4010,0.03125
TwoLayerCNN,validation_patch,agreement,4011,-0.0126953125
TwoLayerCNN,validation_patch,agreement,4012,0.005859375
TwoLayerCNN,validation_patch,agreement,4013,-0.0234375
TwoLayerCNN,validation_patch,agreement,4014,-0.03125
TwoLayerCNN,validation_patch,agreement,4015,-0.0712890625
TwoLayerCNN,validation_patch,agreement,4016,-0.109375
TwoLayerCNN,validation_patch,agreement,4017,0.0478515625
TwoLayerCNN,validation_patch,agreement,4018,0.0068359375
TwoLayerCNN,validation_patch,agreement,4019,0.009765625
