task,architecture,profile,method,k,metric,n,mean,sd,ci_low,ci_high
single_shape,TinyCNN,release_early,contrast,12,centered_logit_fidelity,50,0.920867443741077,0.013321769857466753,0.9170814386379471,0.9246534488442069
single_shape,TinyCNN,release_early,contrast,12,prob_error_reduction,50,1.976076617006911,0.01028225366662564,1.9731544328474466,1.9789988011663755
single_shape,TinyCNN,release_early,contrast,13,prob_fidelity,50,0.9982052342608628,0.002224068114036268,0.9975731610964454,0.9988373074252802
single_shape,TinyCNN,release_early,contrast,13,centered_logit_fidelity,50,0.9456697500917951,0.01075214565027935,0.9426140241081536,0.9487254760754366
single_shape,TinyCNN,release_early,contrast,13,prob_error_reduction,50,1.9796477282838896,0.009661638965920186,1.97690192087084,1.982393535696939
single_shape,TinyCNN,release_early,contrast,14,prob_fidelity,50,0.9994311576995584,0.000948903332265824,0.999161482356359,0.9997008330427577
single_shape,TinyCNN,release_early,contrast,14,centered_logit_fidelity,50,0.9693702738880932,0.0070455036049586126,0.9673679639181801,0.9713725838580062
single_shape,TinyCNN,release_early,contrast,14,prob_error_reduction,50,1.9820769822983129,0.008339525084758787,1.9797069154928966,1.9844470491037292
single_shape,TinyCNN,release_early,contrast,15,prob_fidelity,50,0.9999056772253909,0.0001409285635654193,0.9998656257707761,0.9999457286800058
single_shape,TinyCNN,release_early,contrast,15,centered_logit_fidelity,50,0.9886037791526142,0.003926886064637516,0.9874877704811542,0.9897197878240742
single_shape,TinyCNN,release_early,contrast,15,prob_error_reduction,50,1.9830155066800854,0.0074794728461177375,1.980889864016453,1.9851411493437179
single_shape,TinyCNN,release_early,contrast,16,prob_fidelity,50,1.0,0.0,1.0,1.0
single_shape,TinyCNN,release_early,contrast,16,centered_logit_fidelity,50,1.0,0.0,1.0,1.0
single_shape,TinyCNN,release_early,contrast,16,prob_error_reduction,50,1.9832018613815308,0.007282171391684391,1.9811322911708331,1.9852714315922284
single_shape,TinyCNN,release_early,auroc,1,prob_fidelity,50,0.025970512941540777,0.017330455240425625,0.021045252057902322,0.030895773825179232
single_shape,TinyCNN,release_early,auroc,1,centered_logit_fidelity,50,0.21693264466469156,0.03445316092845089,0.20714116466693747,0.22672412466244565
single_shape,TinyCNN,release_early,auroc,1,prob_error_reduction,50,0.051485464572906495,0.0343237036468781,0.041730775927496425,0.061240153218316565
single_shape,TinyCNN,release_early,auroc,2,prob_fidelity,50,0.14767263579901818,0.05710616125685554,0.13144324434038776,0.1639020272576486
single_shape,TinyCNN,release_early,auroc,2,centered_logit_fidelity,50,0.3696458604387937,0.042131333474215084,0.3576722679475798,0.38161945293000765
single_shape,TinyCNN,release_early,auroc,2,prob_error_reduction,50,0.292763192653656,0.1129867468967013,0.2606527144729216,0.32487367083439045
single_shape,TinyCNN,release_early,auroc,3,prob_fidelity,50,0.3374103082507467,0.06737220772462249,0.31826333866760387,0.3565572778338895
single_shape,TinyCNN,release_early,auroc,3,centered_logit_fidelity,50,0.479281177012801,0.037614236812756795,0.4685913291887438,0.48997102483685817
